time,ETHUSDT,BTCUSDT,SOMIUSDT,SOLUSDT,DOGEUSDT,BNBUSDT,XRPUSDT,AVNTUSDT,PUMPUSDT,SUIUSDT,AVAXUSDT,WLFIUSDT,PEPEUSDT,TSTUSDT,TRXUSDT,ENAUSDT,WLDUSDT,ZKCUSDT,ADAUSDT,LINEAUSDT,LINKUSDT,PENGUUSDT,LTCUSDT,MITOUSDT,OPENUSDT,AAVEUSDT,WIFUSDT,ARBUSDT,MUBARAKUSDT,UNIUSDT,BONKUSDT,DOTUSDT,RAREUSDT,NEARUSDT,SEIUSDT,XLMUSDT,FILUSDT,IMXUSDT,PROMUSDT,OGUSDT,PAXGUSDT,HOLOUSDT,ETHFIUSDT,HBARUSDT,HIFIUSDT,CRVUSDT,ONDOUSDT,EIGENUSDT,FORMUSDT,CAKEUSDT
2025-09-16 11:40 CT,-0.015469,0.004056,0.169532,0.007981,-0.008509,0.015730,0.018010,-0.178384,-0.038882,0.026704,0.016961,-0.014925,0.008349,-0.008003,-0.013017,0.011184,0.003333,-0.152563,0.008242,-0.123654,-0.003409,0.034664,0.017993,0.126295,0.020339,-0.010912,0.027119,0.001222,0.031652,0.003491,0.006416,0.013006,0.143389,0.036426,0.010466,0.020365,0.020383,0.052147,0.217225,0.224248,0.001607,-0.017027,0.037448,0.003449,-0.277533,-0.019613,0.001664,0.023422,-0.069174,0.000817
2025-09-16 11:45 CT,-0.015880,0.004255,0.178593,0.009509,-0.009368,0.015405,0.017709,-0.182750,-0.043202,0.026362,0.017978,-0.015830,0.008349,-0.003638,-0.013306,0.011901,0.001333,-0.154817,0.008010,-0.130601,-0.002983,0.035366,0.018171,0.123904,0.010693,-0.010137,0.025989,0.001426,0.032641,0.006546,0.005988,0.013247,0.154562,0.035660,0.009832,0.019572,0.019967,0.052147,0.221362,0.226802,0.002362,-0.012706,0.040222,0.003662,-0.274386,-0.019748,0.001859,0.023422,-0.066223,0.000408
2025-09-16 11:50 CT,-0.015021,0.004608,0.167415,0.011080,-0.010338,0.015578,0.018412,-0.175354,-0.040682,0.027814,0.019335,-0.015830,0.007421,-0.004001,-0.013885,0.013479,0.000667,-0.151549,0.009635,-0.131296,-0.001704,0.035579,0.019943,0.114343,0.012320,-0.009160,0.022599,0.001426,0.031982,0.005782,0.007271,0.013969,0.152700,0.036810,0.009832,0.020101,0.019551,0.052147,0.247667,0.214245,0.002417,-0.010165,0.042302,0.004088,-0.275645,-0.019072,0.002251,0.023422,-0.067394,0.000817
2025-09-16 11:55 CT,-0.014608,0.005952,0.167415,0.011377,-0.009928,0.015524,0.019818,-0.174374,-0.040082,0.027387,0.019674,-0.015378,0.007421,-0.006184,-0.013017,0.013192,0.002000,-0.153127,0.009519,-0.131990,-0.000426,0.035640,0.020475,0.116733,0.011855,-0.008453,0.021469,0.002037,0.030992,0.006655,0.007699,0.015173,0.156425,0.036810,0.009832,0.021952,0.020383,0.052147,0.248197,0.208286,0.002484,-0.016773,0.042996,0.004386,-0.302706,-0.017990,0.003131,0.025374,-0.069268,0.000817
2025-09-16 12:00 CT,-0.012416,0.007778,0.194005,0.013966,-0.004815,0.017805,0.020923,-0.165909,-0.037081,0.030291,0.022049,-0.010403,0.009276,-0.003638,-0.012149,0.016060,0.006000,-0.150648,0.011609,-0.128517,0.001704,0.038936,0.020209,0.119920,0.017085,-0.006534,0.023729,0.006520,0.035279,0.008073,0.010693,0.017100,0.152700,0.040644,0.014272,0.023803,0.022047,0.056748,0.250212,0.218076,0.002514,-0.015756,0.046463,0.007579,-0.292637,-0.015826,0.006361,0.029278,-0.066411,0.002042
2025-09-16 12:05 CT,-0.010213,0.008596,0.213143,0.014815,-0.002239,0.023911,0.021224,-0.149960,-0.034081,0.032682,0.024763,-0.008593,0.011132,-0.001455,-0.011571,0.018354,0.012000,-0.146592,0.014279,-0.125391,0.005965,0.043635,0.021539,0.124701,0.018945,-0.003334,0.027119,0.009780,0.042862,0.013310,0.015398,0.020954,0.150838,0.044862,0.015224,0.027241,0.027870,0.061350,0.270047,0.221056,0.002173,-0.012961,0.051318,0.010815,-0.280680,-0.010280,0.010177,0.039037,-0.065193,0.010212
2025-09-16 12:10 CT,-0.008544,0.009973,0.211618,0.016556,-0.000149,0.031754,0.022496,-0.137040,-0.026641,0.034533,0.030190,-0.003618,0.016698,0.006912,-0.010414,0.020505,0.016000,-0.145239,0.016717,-0.117749,0.008095,0.046808,0.024286,0.111554,0.020456,-0.000808,0.028249,0.012632,0.054731,0.015601,0.021386,0.024085,0.173184,0.047163,0.018078,0.029357,0.029118,0.064417,0.273123,0.220701,0.001880,-0.019568,0.058252,0.012220,-0.290120,-0.008927,0.012134,0.047495,-0.063601,0.027778
2025-09-16 12:15 CT,-0.004939,0.010960,0.203997,0.019485,0.003919,0.036263,0.023400,-0.136416,-0.018361,0.037294,0.030190,0.000452,0.020408,0.015642,-0.009257,0.021365,0.018000,-0.139042,0.020316,-0.109066,0.011078,0.053369,0.026236,0.112749,0.023826,0.003637,0.032768,0.016707,0.064293,0.018547,0.026091,0.028902,0.171322,0.048696,0.019981,0.032531,0.033694,0.065951,0.269198,0.235173,0.002013,-0.011944,0.064494,0.016904,-0.276274,-0.004328,0.013994,0.050098,-0.059105,0.043301
2025-09-16 12:20 CT,-0.004530,0.011404,0.204082,0.021862,0.005934,0.034318,0.022563,-0.135080,-0.022681,0.038462,0.031547,-0.003166,0.022263,0.024372,-0.008389,0.021508,0.018000,-0.136901,0.021941,-0.108371,0.010652,0.054589,0.025705,0.106375,0.016504,0.004580,0.036158,0.017319,0.054731,0.018874,0.025235,0.029383,0.169460,0.047929,0.019347,0.031738,0.036606,0.064417,0.273971,0.224532,0.002043,-0.010928,0.065881,0.018649,-0.261171,-0.002705,0.014776,0.052700,-0.060697,0.033088
2025-09-16 12:25 CT,-0.005897,0.011947,0.205945,0.019697,0.002351,0.032341,0.020621,-0.138555,-0.023881,0.036469,0.027815,-0.004523,0.019481,0.025464,-0.008389,0.016490,0.013333,-0.133408,0.019503,-0.107329,0.008948,0.051416,0.024286,0.117530,0.013250,0.005422,0.033898,0.015485,0.052094,0.016256,0.023524,0.029143,0.178771,0.046779,0.016809,0.030151,0.035774,0.067485,0.292851,0.211053,0.002062,-0.015756,0.058252,0.017244,-0.280680,-0.005005,0.011547,0.047495,-0.062711,0.026552
2025-09-16 12:30 CT,-0.006018,0.011716,0.181895,0.016216,0.002090,0.033601,0.020789,-0.137664,-0.015361,0.038063,0.026798,-0.002714,0.020408,0.026919,-0.008100,0.017637,0.017333,-0.139944,0.020084,-0.106634,0.009374,0.051629,0.023755,0.101992,0.013133,0.007072,0.037288,0.015689,0.051434,0.017456,0.025235,0.029383,0.176909,0.046779,0.016809,0.030944,0.037438,0.062883,0.279487,0.212117,0.001837,-0.015248,0.054785,0.018905,-0.266834,-0.004734,0.012721,0.039037,-0.069174,0.023693
2025-09-16 12:35 CT,-0.008703,0.008877,0.185452,0.012947,-0.003620,0.031928,0.020119,-0.146039,-0.016081,0.033565,0.025102,-0.002261,0.015770,0.038196,-0.008678,0.014052,0.012000,-0.141296,0.016485,-0.109413,0.005113,0.049554,0.021627,0.092430,0.004417,0.002997,0.032768,0.011002,0.056710,0.014183,0.022241,0.027457,0.167598,0.043712,0.014272,0.032531,0.035358,0.056748,0.279805,0.208002,0.001604,-0.017281,0.047850,0.016095,-0.274386,-0.006898,0.009296,0.033832,-0.077463,0.023693
2025-09-16 12:40 CT,-0.008261,0.009653,0.184012,0.012353,-0.003060,0.033003,0.019249,-0.143099,-0.015601,0.034874,0.025441,-0.004523,0.015770,0.059658,-0.008678,0.014339,0.010667,-0.141183,0.017065,-0.114623,0.007243,0.050317,0.021805,0.086056,0.002092,0.002997,0.038418,0.011614,0.069898,0.013856,0.024808,0.027938,0.176909,0.043712,0.014906,0.032002,0.035358,0.058282,0.288078,0.202540,0.001504,-0.019314,0.050624,0.015711,-0.276274,-0.008251,0.009492,0.031880,-0.071047,0.024510
2025-09-16 12:45 CT,-0.010190,0.009349,0.182996,0.011419,-0.003732,0.033069,0.019550,-0.136416,-0.010080,0.033252,0.025441,-0.002714,0.015770,0.055293,-0.008678,0.012045,0.008667,-0.141746,0.017181,-0.111844,0.006391,0.050958,0.021096,0.092430,0.001511,0.000438,0.039548,0.010595,0.088691,0.012546,0.023952,0.026252,0.167598,0.045629,0.013638,0.031209,0.035358,0.061350,0.282032,0.205874,0.001726,-0.021855,0.044383,0.016435,-0.288232,-0.009333,0.007535,0.027977,-0.069923,0.023284
2025-09-16 12:50 CT,-0.009661,0.009592,0.182911,0.011164,-0.003695,0.033460,0.019349,-0.138109,-0.006240,0.032654,0.025780,-0.004523,0.015770,0.068752,-0.009835,0.011471,0.008667,-0.145803,0.016369,-0.114276,0.004687,0.052362,0.021184,0.088845,-0.004184,0.000741,0.040678,0.010391,0.118694,0.012328,0.026091,0.026252,0.163873,0.045629,0.013638,0.029886,0.036190,0.059816,0.246606,0.202327,0.001615,-0.019568,0.045076,0.017074,-0.292637,-0.008251,0.006850,0.029928,-0.076995,0.023693
2025-09-16 12:55 CT,-0.009513,0.009363,0.177068,0.010995,-0.004889,0.034655,0.020119,-0.144525,-0.001080,0.032597,0.025780,-0.004523,0.016698,0.118952,-0.010414,0.011901,0.007333,-0.143324,0.017762,-0.111150,0.003835,0.052392,0.020830,0.088048,-0.002906,0.001414,0.044068,0.011206,0.157600,0.011674,0.027802,0.027216,0.143389,0.044862,0.014589,0.029357,0.041181,0.059816,0.266971,0.197361,0.001563,-0.019568,0.046463,0.018053,-0.298301,-0.005952,0.006556,0.031880,-0.074091,0.024510
2025-09-16 13:00 CT,-0.008912,0.010764,0.167584,0.012862,-0.003620,0.035839,0.020186,-0.137842,0.001320,0.032967,0.025780,-0.002714,0.017625,0.152055,-0.009835,0.013335,0.011333,-0.136563,0.018342,-0.108371,0.005113,0.052057,0.021273,0.058167,0.009647,0.005153,0.044068,0.014059,0.229146,0.015274,0.031223,0.028179,0.135940,0.046012,0.015858,0.030151,0.046173,0.061350,0.244591,0.189699,0.001401,-0.017281,0.048544,0.018947,-0.292637,-0.004869,0.007829,0.029278,-0.072218,0.027778
2025-09-16 13:05 CT,-0.008440,0.011323,0.178847,0.013032,-0.001381,0.035393,0.020186,-0.142386,0.004680,0.033593,0.024763,-0.000905,0.017625,0.167334,-0.008678,0.013048,0.010000,-0.135549,0.019039,-0.109760,0.005965,0.049127,0.022336,0.055777,0.010228,0.005052,0.042938,0.014059,0.224860,0.013746,0.031651,0.028179,0.134078,0.044479,0.014589,0.029093,0.048669,0.061350,0.247242,0.193104,0.001574,-0.016773,0.046463,0.019288,-0.294525,-0.005816,0.008709,0.027977,-0.073529,0.028186
2025-09-16 13:10 CT,-0.008363,0.010122,0.168939,0.013329,-0.000448,0.036371,0.020119,-0.143990,0.006120,0.033195,0.024084,-0.002261,0.018553,0.188068,-0.008967,0.011615,0.010000,-0.128225,0.019503,-0.108718,0.005965,0.049188,0.022336,0.059363,0.012320,0.004109,0.045198,0.014262,0.219255,0.013528,0.032506,0.029143,0.135940,0.043712,0.014906,0.028564,0.055324,0.061350,0.245227,0.192963,0.001607,-0.013977,0.047850,0.018735,-0.292008,-0.006763,0.008709,0.028627,-0.072827,0.027778
2025-09-16 13:15 CT,-0.007789,0.010909,0.169955,0.014009,-0.000373,0.036958,0.020755,-0.141050,0.002880,0.034988,0.027137,0.000452,0.020408,0.147326,-0.008678,0.012045,0.010000,-0.133746,0.019735,-0.108718,0.007669,0.049951,0.023046,0.055777,0.019410,0.005490,0.046328,0.015077,0.215958,0.014401,0.032079,0.030829,0.135940,0.044095,0.015224,0.029093,0.057404,0.061350,0.258910,0.197219,0.001588,-0.011436,0.047850,0.019458,-0.290120,-0.005816,0.008416,0.031880,-0.070017,0.030637
2025-09-16 13:20 CT,-0.008051,0.010767,0.188585,0.011929,0.001568,0.033775,0.019952,-0.139268,0.001680,0.034675,0.026798,0.000905,0.019481,0.132412,-0.008967,0.012045,0.010000,-0.136451,0.020896,-0.106287,0.006817,0.049310,0.021096,0.050598,0.031962,0.005186,0.044068,0.014466,0.169799,0.012983,0.031651,0.029624,0.137803,0.043328,0.013638,0.028299,0.055740,0.062883,0.258485,0.207719,0.001658,-0.009911,0.045770,0.018735,-0.278792,-0.007981,0.008514,0.031880,-0.064303,0.028595
2025-09-16 13:25 CT,-0.010069,0.009508,0.190025,0.010655,-0.002165,0.034568,0.019316,-0.133119,0.008040,0.032711,0.024423,0.002261,0.018553,0.134594,-0.008967,0.009034,0.010000,-0.134648,0.018574,-0.107329,0.003835,0.047510,0.020475,0.057769,0.021269,0.002189,0.042938,0.012836,0.169469,0.011237,0.029512,0.027697,0.143389,0.040644,0.012052,0.026448,0.054908,0.059816,0.248833,0.210414,0.001682,-0.007116,0.045076,0.016989,-0.279421,-0.011633,0.005578,0.026675,-0.065568,0.027778
2025-09-16 13:30 CT,-0.011937,0.008395,0.177830,0.008405,-0.004143,0.033655,0.017977,-0.139357,0.007920,0.030946,0.021710,0.005880,0.016698,0.169516,-0.009835,0.007026,0.008667,-0.134310,0.015672,-0.109760,0.001278,0.044245,0.018968,0.058566,0.012669,-0.000573,0.041808,0.009984,0.172766,0.009273,0.028657,0.026493,0.147114,0.038344,0.008880,0.023539,0.054493,0.059816,0.252015,0.204952,0.001878,-0.010673,0.044383,0.014732,-0.263688,-0.014608,0.002055,0.024723,-0.065661,0.026961
2025-09-16 13:35 CT,-0.012930,0.008143,0.174528,0.007132,-0.004703,0.034285,0.017575,-0.138109,0.000600,0.030633,0.019674,0.001357,0.013915,0.247363,-0.010414,0.005449,0.006667,-0.130704,0.015324,-0.114623,0.000852,0.042414,0.018525,0.061355,0.011041,-0.000101,0.038418,0.009372,0.152324,0.008182,0.025663,0.025530,0.150838,0.038344,0.007929,0.023010,0.055740,0.059816,0.230802,0.202114,0.001845,-0.014231,0.043689,0.013966,-0.261171,-0.017449,0.000294,0.024723,-0.067628,0.031046
2025-09-16 13:40 CT,-0.013076,0.007704,0.175036,0.007471,-0.001605,0.033210,0.017508,-0.127952,-0.001800,0.031942,0.018996,0.002261,0.014842,0.224445,-0.010414,0.005592,0.004667,-0.133746,0.015672,-0.112192,0.000000,0.043452,0.017993,0.066932,0.018945,-0.000977,0.040678,0.010187,0.161886,0.008946,0.025235,0.026252,0.158287,0.038727,0.008880,0.024068,0.057820,0.059816,0.231863,0.200482,0.001368,-0.013215,0.041609,0.012774,-0.258653,-0.015961,-0.000881,0.026675,-0.069361,0.031046
2025-09-16 13:45 CT,-0.011696,0.009044,0.134304,0.008448,-0.001045,0.033775,0.017408,-0.136951,-0.002400,0.031202,0.019335,0.000905,0.015770,0.258640,-0.010703,0.005879,0.005333,-0.131268,0.015788,-0.110108,0.000426,0.044276,0.018880,0.063745,0.014993,0.002189,0.040678,0.009984,0.143752,0.008946,0.027802,0.026252,0.147114,0.038727,0.009832,0.023539,0.059900,0.058282,0.228574,0.198283,0.001371,-0.013723,0.041609,0.012731,-0.261800,-0.015961,0.000294,0.029278,-0.069923,0.029820
2025-09-16 13:50 CT,-0.011171,0.009269,0.147261,0.008745,0.001306,0.033677,0.017742,-0.136149,0.000720,0.032170,0.018657,0.002714,0.017625,0.236450,-0.010414,0.007743,0.006000,-0.134648,0.016833,-0.112539,0.001278,0.047846,0.018968,0.069721,0.014528,0.002122,0.046328,0.011817,0.173426,0.010037,0.029940,0.028179,0.147114,0.038727,0.008880,0.023539,0.059900,0.055215,0.221574,0.197432,0.001869,-0.012452,0.042996,0.015328,-0.249843,-0.014879,0.002153,0.031880,-0.067816,0.032271
2025-09-16 13:55 CT,-0.012160,0.008993,0.145144,0.008787,-0.000448,0.033525,0.017675,-0.134011,-0.000960,0.031202,0.018657,0.003618,0.016698,0.267006,-0.010124,0.006166,0.004000,-0.134423,0.015788,-0.107329,0.000852,0.048944,0.018614,0.065737,0.016155,0.002593,0.044068,0.011614,0.184636,0.009492,0.030796,0.027216,0.147114,0.037193,0.009198,0.024332,0.056572,0.056748,0.231438,0.196155,0.001961,-0.012961,0.040915,0.014094,-0.255507,-0.014608,0.000783,0.026025,-0.072686,0.031454
2025-09-16 14:00 CT,-0.011581,0.009880,0.146498,0.008745,-0.000224,0.035230,0.017943,-0.130090,0.002400,0.030604,0.016961,0.004523,0.016698,0.256457,-0.010124,0.005736,0.002000,-0.132394,0.015904,-0.112539,0.001704,0.049402,0.018082,0.062948,0.016039,0.003098,0.042938,0.010391,0.180020,0.008837,0.030368,0.025771,0.139665,0.035660,0.009198,0.022481,0.059484,0.053681,0.218922,0.196226,0.001292,-0.010165,0.038835,0.012816,-0.260541,-0.015285,0.000000,0.026675,-0.073904,0.031454
2025-09-16 14:05 CT,-0.012550,0.009042,0.144212,0.008278,-0.002015,0.033449,0.016839,-0.113695,-0.002760,0.029266,0.017978,0.002261,0.014842,0.250637,-0.010414,0.003585,0.000667,-0.128225,0.014743,-0.115318,0.000852,0.047907,0.017639,0.070518,0.012087,0.001212,0.042938,0.008965,0.165842,0.007637,0.027802,0.024807,0.139665,0.034509,0.008563,0.020629,0.058236,0.050613,0.219453,0.197361,0.001598,-0.013723,0.040222,0.011241,-0.256765,-0.017314,-0.003229,0.026025,-0.078213,0.028595
2025-09-16 14:10 CT,-0.010168,0.010362,0.145567,0.010400,-0.000075,0.035339,0.018111,-0.088925,-0.001080,0.032198,0.019335,0.001809,0.016698,0.356130,-0.009835,0.006596,0.001333,-0.120563,0.016485,-0.111844,0.002983,0.051965,0.018880,0.068127,0.012901,0.004951,0.046328,0.012429,0.174744,0.009383,0.032079,0.028420,0.137803,0.037577,0.012052,0.020629,0.062396,0.053681,0.212770,0.197219,0.001636,-0.012198,0.045076,0.013540,-0.267464,-0.013391,-0.003425,0.031230,-0.075965,0.029412
2025-09-16 14:15 CT,-0.010248,0.010197,0.136929,0.010443,-0.000933,0.036817,0.017943,-0.085182,-0.009360,0.031857,0.019335,0.000452,0.015770,0.516915,-0.008967,0.004445,0.000000,-0.124732,0.016369,-0.112539,0.002556,0.050500,0.019057,0.060159,0.006857,0.005220,0.046328,0.012021,0.180349,0.009928,0.030796,0.028661,0.122905,0.037193,0.010466,0.020101,0.067804,0.052147,0.198027,0.196722,0.001306,-0.014740,0.044383,0.013114,-0.266205,-0.012038,-0.004404,0.029928,-0.075496,0.030229
2025-09-16 14:20 CT,-0.010204,0.010084,0.142264,0.009382,0.000299,0.035285,0.018479,-0.093469,-0.009360,0.032341,0.018657,0.000905,0.016698,0.571481,-0.009257,0.004158,0.000000,-0.124507,0.016253,-0.110802,0.003409,0.050989,0.018614,0.072510,0.008833,0.005658,0.047458,0.013040,0.193867,0.010910,0.032079,0.029383,0.130354,0.037193,0.011418,0.019836,0.076955,0.053681,0.208422,0.197148,0.001449,-0.011944,0.045076,0.013285,-0.261171,-0.009333,-0.002153,0.028627,-0.074747,0.031454
2025-09-16 14:25 CT,-0.011175,0.009597,0.138115,0.008702,-0.000746,0.035122,0.017441,-0.094271,-0.008160,0.031373,0.017978,0.000905,0.013915,0.605675,-0.009835,0.004588,0.000667,-0.126423,0.015208,-0.109413,0.001704,0.051019,0.018525,0.065737,0.007438,0.004513,0.045198,0.012225,0.210682,0.010583,0.030796,0.028661,0.122905,0.036810,0.009198,0.018249,0.076955,0.052147,0.214043,0.200199,0.001211,-0.008132,0.044383,0.010858,-0.260541,-0.010415,-0.003816,0.026025,-0.073389,0.034722
2025-09-16 14:30 CT,-0.011976,0.009294,0.135829,0.007004,-0.002426,0.034133,0.016504,-0.086608,-0.010560,0.030262,0.017978,-0.001809,0.012987,0.711895,-0.010414,0.003298,-0.001333,-0.123718,0.015092,-0.109760,0.001704,0.049188,0.018348,0.062550,0.012785,0.004311,0.044068,0.011206,0.201121,0.010692,0.031651,0.027216,0.122905,0.034893,0.006660,0.017720,0.071131,0.052147,0.205770,0.197574,0.001328,-0.007878,0.042302,0.010219,-0.267464,-0.012038,-0.001566,0.022772,-0.072312,0.035948
2025-09-16 14:35 CT,-0.010784,0.009614,0.143111,0.008108,-0.001008,0.034644,0.017207,-0.072530,-0.009000,0.030519,0.018318,-0.001809,0.013915,0.582394,-0.009835,0.003585,0.000000,-0.122254,0.015788,-0.110108,0.000852,0.049066,0.018702,0.076494,0.016736,0.005085,0.044068,0.010799,0.196505,0.011346,0.035073,0.027216,0.126629,0.035276,0.007612,0.017985,0.071547,0.050613,0.211392,0.198922,0.001309,-0.006861,0.042302,0.011283,-0.258024,-0.011362,0.001272,0.022121,-0.071703,0.034314
2025-09-16 14:40 CT,-0.010497,0.010476,0.139470,0.008448,-0.000672,0.035263,0.017039,-0.066203,-0.008760,0.030376,0.017639,-0.001357,0.013915,0.567479,-0.009835,0.001577,-0.002000,-0.117070,0.015556,-0.111497,0.000852,0.048731,0.019146,0.072908,0.012320,0.004951,0.044068,0.009780,0.181998,0.010910,0.035073,0.026734,0.124767,0.034893,0.006660,0.017985,0.072795,0.052147,0.211816,0.196155,0.001206,-0.006607,0.040222,0.011454,-0.249213,-0.011768,-0.000489,0.018868,-0.073155,0.032680
2025-09-16 14:45 CT,-0.009561,0.011949,0.151749,0.008872,0.001008,0.035535,0.019483,-0.065045,-0.011400,0.031714,0.017978,0.000905,0.017625,0.539833,-0.009546,0.002724,-0.000667,-0.120901,0.017181,-0.113581,0.002556,0.051813,0.019855,0.086056,0.016272,0.006298,0.046328,0.010595,0.190900,0.012546,0.036356,0.028179,0.130354,0.036043,0.009198,0.019836,0.074043,0.050613,0.234514,0.196652,0.001422,-0.008386,0.043689,0.012944,-0.214600,-0.008116,0.003621,0.023422,-0.070532,0.034314
2025-09-16 14:50 CT,-0.009535,0.011580,0.140655,0.010061,0.000896,0.037023,0.020186,-0.032077,-0.013801,0.031885,0.017639,-0.001357,0.017625,0.492907,-0.009835,0.001147,-0.000667,-0.116282,0.017646,-0.112192,0.002983,0.052331,0.020564,0.092829,0.015690,0.006399,0.046328,0.010595,0.182657,0.013310,0.039778,0.028661,0.130354,0.036043,0.008246,0.019572,0.079451,0.052147,0.240772,0.194878,0.001268,-0.009149,0.040915,0.012859,-0.221523,-0.007845,0.003523,0.026675,-0.070345,0.032271
2025-09-16 14:55 CT,-0.008499,0.012297,0.138877,0.009551,0.001679,0.037099,0.021659,-0.053729,-0.015121,0.033024,0.016961,0.000000,0.017625,0.476173,-0.009835,0.004588,0.000000,-0.117408,0.018342,-0.110455,0.004687,0.052575,0.021007,0.090837,0.015690,0.006635,0.048588,0.011614,0.179690,0.013856,0.038494,0.029624,0.135940,0.036426,0.008880,0.020365,0.079867,0.050613,0.263471,0.195446,0.001067,-0.012198,0.042996,0.014392,-0.227187,-0.003923,0.004012,0.026675,-0.070860,0.031863
2025-09-16 15:00 CT,-0.008815,0.012470,0.150140,0.008617,0.000485,0.040293,0.020220,-0.059610,-0.017281,0.033935,0.017300,0.000452,0.019481,0.514005,-0.010414,0.006596,0.000000,-0.121577,0.018691,-0.112192,0.002983,0.053186,0.020741,0.107968,0.014412,0.006500,0.047458,0.011817,0.175734,0.013528,0.035928,0.030347,0.130354,0.037193,0.007929,0.020365,0.080699,0.050613,0.245015,0.196652,0.001433,-0.009657,0.039528,0.015115,-0.225299,-0.003787,0.003719,0.026675,-0.069033,0.031863
2025-09-16 15:05 CT,-0.007994,0.012977,0.139724,0.010995,0.002351,0.040000,0.021157,-0.067005,-0.017881,0.035159,0.018657,0.001357,0.020408,0.499818,-0.010992,0.008030,0.000667,-0.120113,0.019387,-0.109066,0.004261,0.053643,0.020652,0.114343,0.012087,0.007106,0.049718,0.012836,0.175404,0.013856,0.033790,0.031310,0.130354,0.038344,0.008563,0.020894,0.071963,0.050613,0.254137,0.196864,0.001831,-0.008640,0.037448,0.015924,-0.252989,-0.005952,0.005284,0.025374,-0.071047,0.031863
2025-09-16 15:10 CT,-0.009016,0.012833,0.132611,0.010231,0.000896,0.040869,0.020387,-0.074133,-0.022801,0.032910,0.016961,0.000905,0.017625,0.471808,-0.011281,0.006596,-0.003333,-0.125408,0.017878,-0.110802,0.002556,0.052087,0.019411,0.105179,0.008833,0.006163,0.046328,0.010595,0.176063,0.012437,0.031651,0.029143,0.128492,0.036810,0.009515,0.019572,0.084443,0.047546,0.253182,0.193885,0.001951,-0.012198,0.037448,0.014647,-0.253619,-0.008657,-0.001468,0.020820,-0.071422,0.031454
2025-09-16 15:15 CT,-0.009603,0.012065,0.133034,0.009764,-0.001456,0.037751,0.018914,-0.078945,-0.021841,0.032939,0.015943,-0.000452,0.018553,0.479811,-0.011281,0.005162,-0.003333,-0.123831,0.017762,-0.112192,0.001704,0.050806,0.018791,0.106773,0.011390,0.005490,0.046328,0.010595,0.185295,0.011783,0.034217,0.030106,0.132216,0.036426,0.009515,0.017191,0.097754,0.049080,0.250424,0.194310,0.002110,-0.011436,0.038835,0.013199,-0.258024,-0.007710,-0.002153,0.022772,-0.073342,0.032271
2025-09-16 15:20 CT,-0.009038,0.011976,0.135151,0.009254,-0.000037,0.038283,0.020052,-0.073955,-0.019081,0.035301,0.015943,0.001357,0.018553,0.471080,-0.010992,0.006166,-0.002667,-0.119324,0.018110,-0.108024,0.001278,0.052667,0.018880,0.110757,0.017318,0.007342,0.045198,0.011817,0.188922,0.013310,0.035073,0.031310,0.135940,0.037577,0.010149,0.018778,0.099834,0.050613,0.245227,0.195162,0.002251,-0.005845,0.042996,0.015413,-0.260541,-0.005816,-0.000587,0.026675,-0.068893,0.032271
2025-09-16 15:25 CT,-0.008844,0.011751,0.138284,0.009976,0.000672,0.037718,0.019684,-0.065312,-0.016201,0.036753,0.016282,0.003618,0.019481,0.460531,-0.010992,0.008173,-0.002667,-0.118648,0.018807,-0.106634,0.002130,0.053064,0.019411,0.102390,0.023129,0.009464,0.046328,0.012429,0.175734,0.013528,0.035500,0.031792,0.145251,0.037577,0.010149,0.017985,0.095258,0.052147,0.256682,0.198283,0.002246,-0.004320,0.042996,0.015626,-0.258653,-0.005546,-0.000391,0.028627,-0.066223,0.032271
2025-09-16 15:30 CT,-0.008685,0.012120,0.147007,0.009424,-0.000784,0.036534,0.019483,-0.061124,-0.012721,0.034419,0.016282,0.004071,0.017625,0.385959,-0.010124,0.006309,-0.001333,-0.113803,0.018226,-0.108371,0.002130,0.050195,0.018259,0.107968,0.024407,0.007611,0.042938,0.011002,0.157929,0.012546,0.034217,0.030588,0.150838,0.035276,0.007612,0.017720,0.089850,0.052147,0.261667,0.198496,0.002297,-0.005083,0.042996,0.014434,-0.256765,-0.006898,-0.001468,0.030579,-0.064303,0.031454
2025-09-16 15:35 CT,-0.007310,0.012843,0.138369,0.010103,-0.000896,0.037327,0.019885,-0.067094,-0.014161,0.034931,0.016961,0.003618,0.018553,0.412514,-0.010124,0.006739,0.000000,-0.114930,0.018691,-0.106287,0.003409,0.050195,0.018791,0.110757,0.018247,0.009228,0.044068,0.012225,0.151995,0.013201,0.036356,0.031551,0.176909,0.036043,0.009515,0.018249,0.092346,0.055215,0.257213,0.192608,0.002165,-0.008132,0.044383,0.015158,-0.259912,-0.005140,-0.000391,0.031880,-0.061680,0.032680
2025-09-16 15:40 CT,-0.007749,0.012938,0.138030,0.010315,0.000037,0.037088,0.020621,-0.073777,-0.010440,0.033451,0.017300,0.002714,0.017625,0.444525,-0.010703,0.006739,0.000667,-0.110986,0.018342,-0.109413,0.003409,0.049585,0.017727,0.116733,0.016620,0.009127,0.044068,0.011614,0.153973,0.013201,0.037639,0.030588,0.154562,0.035660,0.008246,0.017720,0.090682,0.055215,0.264107,0.193956,0.002108,-0.008640,0.045770,0.016052,-0.266834,-0.006898,0.000489,0.031880,-0.064865,0.032271
